C3R_6	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/C3R_6	C3R_6	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
C5R_5	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/C5R_5	C5R_5	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
M1_B	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/M1_B	M1_B	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
M2_F	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/M2_F	M2_F	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
Mm1_D	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/Mm1_D	Mm1_D	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
Mm2_H	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/Mm2_H	Mm2_H	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
PFC1_1_ns	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/PFC1_1_ns	PFC1_1_ns	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
PFC1_2_ns	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/PFC1_2_ns	PFC1_2_ns	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
PFC1_3_ns	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/PFC1_3_ns	PFC1_3_ns	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
PFC1_4_ns	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/PFC1_4_ns	PFC1_4_ns	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
S1_A	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/S1_A	S1_A	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
S2_E	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/S2_E	S2_E	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
Sm1_C	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/Sm1_C	Sm1_C	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
Sm2_G	/u/project/geschwind/chenlo/Software/SeqData/cellranger/refdata-cellranger-GRCh38-3.0.0_premrna	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/fastqs/Sm2_G	Sm2_G	10000	/u/project/geschwind/chenlo/Rexach_10xNucSeq_combinedSequencing_10_2019_jrex/cellranger/20200114	10000
